Date,Open,High,Low,Close,Volume,Adj Close
2016-04-22,452.149994,453.98999,438.26001,442.730011,919600,442.730011
2016-04-21,461.00,462.799988,447.589996,448.140015,738200,448.140015
2016-04-20,457.109985,462.98999,454.00,458.00,481800,458.00
2016-04-19,462.01001,465.00,452.50,455.179993,647900,455.179993
2016-04-18,468.00,468.98999,458.00,460.119995,925400,460.119995
2016-04-15,457.140015,469.980011,457.00,469.290009,1269300,469.290009
2016-04-14,460.00,460.98999,452.00,456.01001,1166500,456.01001
2016-04-13,442.730011,446.640015,435.890015,444.660004,1063800,444.660004
2016-04-12,445.519989,447.00,434.059998,444.619995,1062000,444.619995
2016-04-11,453.540009,456.559998,444.00,444.209991,822500,444.209991
2016-04-08,451.25,458.75,448.529999,451.25,831700,451.25
2016-04-07,455.600006,455.920013,444.440002,450.600006,1283300,450.600006
2016-04-06,462.089996,466.149994,454.799988,455.25,984400,455.25
2016-04-05,461.25,470.190002,460.230011,463.420013,629500,463.420013
2016-04-04,466.48999,473.170013,463.01001,465.00,676000,465.00
2016-04-01,459.329987,467.899994,455.75,464.809998,983400,464.809998
2016-03-31,468.950012,473.75,462.51001,470.970001,800800,470.970001
2016-03-30,462.00,471.00,454.23999,466.149994,1065200,466.149994
2016-03-29,466.450012,468.119995,453.869995,460.00,1540400,460.00
2016-03-28,474.00,480.619995,472.48999,475.309998,738800,475.309998
2016-03-24,471.440002,472.350006,462.450012,471.369995,1015700,471.369995
2016-03-23,472.959991,481.630005,471.00,474.459991,795900,474.459991
2016-03-22,462.029999,474.119995,458.399994,471.76001,1024200,471.76001
2016-03-21,455.200012,463.420013,452.779999,462.480011,1344800,462.480011
2016-03-18,469.980011,473.420013,454.50,455.369995,2872200,455.369995
2016-03-17,494.029999,497.420013,470.799988,471.589996,2275500,471.589996
2016-03-16,479.859985,506.00,473.109985,500.350006,3113000,500.350006
2016-03-15,510.98999,511.50,499.420013,503.00,1036600,503.00
2016-03-14,508.869995,521.51001,508.01001,515.72998,1149600,515.72998
2016-03-11,507.369995,514.890015,504.25,507.850006,1304800,507.850006
2016-03-10,509.899994,514.00,498.929993,503.679993,1305400,503.679993
2016-03-09,512.559998,518.609985,492.50,506.630005,3395800,506.630005
2016-03-08,536.299988,542.50,523.419983,524.690002,1041300,524.690002
2016-03-07,522.969971,536.00,520.080017,533.690002,823400,533.690002
2016-03-04,529.289978,541.929993,527.299988,529.00,1510400,529.00
2016-03-03,520.00,530.130005,519.27002,524.289978,1078900,524.289978
2016-03-02,512.799988,528.950012,512.799988,525.690002,1206900,525.690002
2016-03-01,514.25,516.00,506.029999,509.970001,854800,509.970001
2016-02-29,508.00,522.52002,506.769989,509.160004,1271100,509.160004
2016-02-26,507.00,508.00,493.109985,506.01001,1027400,506.01001
2016-02-25,514.210022,515.849976,497.51001,505.329987,1177000,505.329987
2016-02-24,519.77002,522.869995,512.659973,514.859985,1037100,514.859985
2016-02-23,514.00,530.849976,513.109985,525.059998,1449000,525.059998
2016-02-22,515.00,529.390015,514.48999,525.900024,1428100,525.900024
2016-02-19,512.200012,526.22998,509.50,511.579987,1408800,511.579987
2016-02-18,515.00,518.859985,502.049988,515.929993,1127300,515.929993
2016-02-17,495.429993,514.799988,495.220001,514.01001,1635300,514.01001
2016-02-16,484.01001,493.00,478.00,492.940002,1129000,492.940002
2016-02-12,466.109985,487.980011,465.459991,480.570007,1750800,480.570007
2016-02-11,444.00,467.779999,441.01001,461.390015,1280900,461.390015
2016-02-10,443.98999,453.799988,442.50,448.809998,992200,448.809998
2016-02-09,441.899994,452.019989,436.859985,440.929993,1108600,440.929993
2016-02-08,454.690002,461.109985,435.869995,445.00,1424300,445.00
2016-02-05,469.850006,475.589996,454.450012,460.140015,1519600,460.140015
2016-02-04,460.00,476.670013,456.00,470.899994,1486100,470.899994
2016-02-03,459.700012,466.640015,440.410004,461.73999,3796800,461.73999
2016-02-02,471.00,484.200012,468.299988,475.670013,2076800,475.670013
2016-02-01,476.119995,479.00,463.01001,472.640015,2324400,472.640015
2016-01-29,455.76001,470.00,451.329987,452.970001,1524600,452.970001
2016-01-28,446.980011,455.980011,443.299988,453.079987,1015800,453.079987
2016-01-27,448.50,454.48999,442.25,442.640015,1307800,442.640015
2016-01-26,442.00,449.899994,440.01001,448.149994,764000,448.149994
2016-01-25,447.920013,448.920013,431.519989,442.170013,1573700,442.170013
2016-01-22,466.220001,466.329987,446.700012,450.76001,1426200,450.76001
2016-01-21,469.790009,475.589996,461.00,461.200012,1196900,461.200012
2016-01-20,462.75,472.790009,451.089996,465.50,1786700,465.50
2016-01-19,478.359985,478.369995,456.100006,469.470001,2250000,469.470001
2016-01-15,441.149994,476.429993,441.149994,475.940002,3301700,475.940002
2016-01-14,447.00,463.51001,436.50,454.299988,3769900,454.299988
2016-01-13,407.799988,432.299988,406.649994,428.279999,3552500,428.279999
2016-01-12,415.50,420.799988,399.140015,404.26001,1658400,404.26001
2016-01-11,416.649994,419.920013,406.350006,411.100006,1462500,411.100006
2016-01-08,419.839996,426.290009,411.73999,413.290009,1297200,413.290009
2016-01-07,415.079987,425.190002,411.609985,416.00,1892000,416.00
2016-01-06,437.940002,447.00,423.00,426.670013,3646900,426.670013
2016-01-05,450.00,459.880005,446.799988,449.029999,2161300,449.029999
