Date,Open,High,Low,Close,Volume,Adj Close
2016-04-22,131.089996,131.830002,130.50,131.050003,3853200,131.050003
2016-04-21,130.979996,132.639999,130.300003,130.740005,4797600,130.740005
2016-04-20,128.550003,131.360001,128.490005,130.570007,6786300,130.570007
2016-04-19,132.570007,133.850006,132.210007,132.679993,2916800,132.679993
2016-04-18,131.130005,132.25,130.320007,131.970001,3056000,131.970001
2016-04-15,130.949997,131.600006,130.679993,131.130005,5004900,131.130005
2016-04-14,131.50,131.949997,130.529999,130.850006,4522300,130.850006
2016-04-13,130.490005,131.50,129.809998,131.139999,3486800,131.139999
2016-04-12,127.620003,130.380005,126.68,129.470001,4212200,129.470001
2016-04-11,128.25,129.899994,127.68,127.910004,3604500,127.910004
2016-04-08,128.039993,130.020004,127.610001,127.879997,3794700,127.879997
2016-04-07,127.00,128.940002,126.559998,127.00,4579900,127.00
2016-04-06,127.160004,128.039993,125.75,127.93,3988100,127.93
2016-04-05,126.150002,128.589996,125.580002,127.029999,4654900,127.029999
2016-04-04,126.540001,127.970001,125.879997,126.339996,5035200,126.339996
2016-04-01,126.230003,127.089996,125.110001,126.959999,5235100,126.959999
2016-03-31,128.089996,128.380005,125.25,126.940002,8722700,126.940002
2016-03-30,131.479996,132.729996,128.020004,128.580002,5885300,128.580002
2016-03-29,129.830002,130.929993,128.179993,130.880005,4873800,130.880005
2016-03-28,132.529999,132.619995,130.550003,131.289993,3291400,131.289993
2016-03-24,131.610001,132.229996,130.029999,132.119995,4569500,132.119995
2016-03-23,134.990005,135.00,132.740005,132.860001,4345600,132.860001
2016-03-22,135.139999,136.100006,134.779999,135.119995,4983700,135.119995
2016-03-21,133.460007,136.779999,133.389999,135.860001,5612100,135.860001
2016-03-18,131.240005,134.679993,131.009995,133.960007,8993300,133.960007
2016-03-17,128.070007,131.600006,127.419998,130.699997,5792700,130.699997
2016-03-16,126.239998,128.130005,125.75,127.57,5146700,127.57
2016-03-15,125.550003,126.370003,124.209999,126.360001,3659700,126.360001
2016-03-14,123.93,127.00,123.860001,126.339996,4273300,126.339996
2016-03-11,124.129997,125.50,123.860001,124.629997,3209800,124.629997
2016-03-10,123.139999,123.82,121.43,122.940002,4109100,122.940002
2016-03-09,122.379997,123.260002,122.029999,122.860001,3378900,122.860001
2016-03-08,121.980003,122.970001,121.309998,122.349998,5246000,122.349998
2016-03-07,120.800003,123.32,120.57,122.900002,4475500,122.900002
2016-03-04,120.169998,122.230003,119.849998,121.07,4414700,121.07
2016-03-03,118.839996,119.730003,118.25,119.610001,3397900,119.610001
2016-03-02,119.629997,120.75,118.50,119.650002,4168100,119.650002
2016-03-01,119.010002,120.989998,118.25,119.959999,4588900,119.959999
2016-02-29,118.120003,119.470001,117.50,118.18,4108300,118.18
2016-02-26,117.75,119.449997,117.50,118.160004,3754800,118.160004
2016-02-25,116.349998,117.599998,115.779999,116.82,4660100,116.82
2016-02-24,115.370003,115.959999,112.510002,115.589996,6845500,115.589996
2016-02-23,116.970001,118.50,115.93,116.900002,3743300,116.900002
2016-02-22,115.160004,118.970001,115.160004,117.389999,4919900,117.389999
2016-02-19,117.309998,117.330002,114.419998,115.160004,6760400,115.160004
2016-02-18,116.910004,118.230003,116.68,117.57,6481200,117.57
2016-02-17,114.029999,116.830002,113.989998,116.339996,6593000,116.339996
2016-02-16,109.730003,112.760002,109.00,112.599998,7448000,112.599998
2016-02-12,105.120003,109.839996,105.00,108.629997,12937400,108.629997
2016-02-11,113.18,113.400002,102.099998,108.440002,33685000,108.440002
2016-02-10,118.160004,119.459999,116.269997,116.360001,4870200,116.360001
2016-02-09,117.980003,119.980003,117.43,118.879997,4137600,117.789996
2016-02-08,120.669998,121.330002,117.25,119.470001,6453600,118.37459
2016-02-05,123.629997,124.169998,121.029999,122.559998,6186700,121.436254
2016-02-04,121.120003,124.910004,121.120003,123.610001,5837000,122.47663
2016-02-03,118.800003,122.129997,117.150002,121.870003,7361900,120.752586
2016-02-02,119.690002,120.279999,117.370003,117.519997,8646700,116.442465
2016-02-01,119.639999,122.290001,118.650002,121.559998,6812800,120.445423
2016-01-29,118.139999,120.18,118.019997,120.129997,9195700,119.028535
2016-01-28,117.099998,118.029999,115.059998,118.010002,10708400,116.927978
2016-01-27,119.900002,120.110001,115.019997,116.580002,27945900,115.511089
2016-01-26,124.980003,128.149994,124.50,128.009995,5432600,126.836281
2016-01-25,124.599998,125.239998,123.400002,124.010002,4551600,122.872964
2016-01-22,124.419998,125.68,123.32,124.610001,5259900,123.467461
2016-01-21,122.769997,125.980003,121.540001,123.400002,5546200,122.268556
2016-01-20,124.00,124.940002,119.82,122.139999,7636600,121.020107
2016-01-19,127.059998,127.220001,125.110001,126.059998,5478900,124.904163
2016-01-15,125.800003,127.139999,124.510002,125.629997,6678400,124.478105
2016-01-14,129.589996,130.070007,125.809998,129.199997,6517800,128.015372
2016-01-13,132.699997,132.880005,127.75,128.119995,5073100,126.945273
2016-01-12,131.580002,132.169998,129.639999,131.919998,4171500,130.710434
2016-01-11,130.850006,131.00,128.919998,130.210007,5551500,129.016121
2016-01-08,133.699997,135.100006,129.800003,129.990005,5776900,128.798137
2016-01-07,136.380005,136.669998,132.509995,133.009995,7013700,131.790436
2016-01-06,138.830002,139.350006,137.259995,138.830002,4254100,137.55708
2016-01-05,140.990005,141.699997,139.770004,141.070007,3357000,139.776547
2016-01-04,141.380005,141.699997,139.429993,140.50,5719500,139.211766
2015-12-31,145.960007,145.960007,144.50,144.589996,2105200,143.264262
2015-12-30,147.220001,148.00,146.009995,146.410004,1619000,145.067582
2015-12-29,145.059998,147.559998,145.00,147.350006,3133600,145.998965
2015-12-28,143.259995,144.669998,142.850006,144.539993,1980000,143.214717
2015-12-24,143.600006,143.929993,143.360001,143.529999,1185000,142.213983
2015-12-23,143.080002,144.070007,142.809998,144.059998,3353900,142.739123
2015-12-22,141.720001,142.789993,140.50,142.380005,2791700,141.074534
2015-12-21,140.210007,141.940002,139.699997,140.899994,3746400,139.608093
2015-12-18,144.410004,144.410004,138.889999,139.580002,9952000,138.300204
2015-12-17,148.850006,149.800003,145.50,145.559998,3448800,144.225369
2015-12-16,147.979996,148.610001,146.229996,148.110001,3316000,146.751991
2015-12-15,145.660004,147.100006,144.119995,146.529999,4664600,145.186477
2015-12-14,144.50,144.50,141.460007,143.00,4845000,141.688844
2015-12-11,145.00,145.699997,143.720001,144.619995,3684700,143.293986
2015-12-10,144.619995,147.460007,144.160004,146.410004,3278500,145.067582
2015-12-09,144.600006,145.690002,142.270004,144.240005,5124600,142.91748
2015-12-08,146.820007,147.229996,144.649994,144.990005,5021100,143.660603
2015-12-07,148.300003,149.50,147.320007,148.449997,3417700,147.08887
2015-12-04,146.350006,148.779999,146.089996,148.50,3892900,147.138415
2015-12-03,147.050003,147.630005,144.279999,145.559998,3008700,144.225369
2015-12-02,147.550003,148.029999,146.380005,146.960007,2648800,145.612542
2015-12-01,146.539993,149.399994,146.470001,147.740005,3444300,146.385389
2015-11-30,146.970001,147.259995,145.360001,145.449997,3176700,144.116377
2015-11-27,147.50,147.970001,146.679993,146.949997,1282100,145.602624
2015-11-25,149.039993,149.149994,147.380005,147.429993,1852200,146.078218
2015-11-24,147.490005,149.589996,147.220001,148.649994,2626600,147.287034
2015-11-23,149.389999,149.699997,147.710007,148.339996,3183700,146.979878
2015-11-20,149.839996,150.589996,149.119995,149.399994,3210200,148.030157
2015-11-19,148.789993,149.479996,148.259995,149.240005,2492600,147.871635
2015-11-18,146.240005,148.389999,146.229996,148.279999,3101100,146.920431
2015-11-17,145.289993,146.589996,144.639999,146.080002,3038300,144.740606
2015-11-16,142.580002,144.50,142.330002,144.419998,2378300,143.095822
2015-11-13,142.330002,143.889999,141.860001,142.589996,3063800,141.2826
2015-11-12,143.00,144.399994,141.589996,142.539993,3796800,141.233055
2015-11-11,145.199997,145.830002,144.520004,144.990005,1579600,143.660603
2015-11-10,145.279999,146.139999,144.029999,145.149994,2524100,143.819125
2015-11-09,146.899994,147.479996,145.179993,145.979996,2980800,144.641516
2015-11-06,146.580002,148.169998,146.009995,147.940002,2294100,146.583552
2015-11-05,148.190002,148.839996,146.490005,147.970001,2545400,146.613276
2015-11-04,147.259995,148.759995,147.179993,148.190002,2771500,146.83126
2015-11-03,148.029999,148.460007,147.139999,148.089996,2470000,145.830517
2015-11-02,148.380005,149.470001,147.559998,148.399994,2516700,146.135784
2015-10-30,147.399994,149.600006,147.089996,148.070007,3938000,145.810832
2015-10-29,147.539993,147.869995,145.830002,147.179993,3072100,144.934397
2015-10-28,147.990005,148.809998,145.139999,147.880005,4408300,145.623729
2015-10-27,146.220001,148.990005,146.009995,148.460007,3411300,146.194881
2015-10-26,146.210007,147.229996,145.550003,146.699997,3143400,144.461725
2015-10-23,147.369995,147.75,144.910004,146.699997,4691200,144.461725
2015-10-22,142.00,147.360001,141.929993,146.309998,6976300,144.077676
2015-10-21,141.699997,142.149994,136.610001,141.190002,8927200,139.035799
2015-10-20,137.940002,139.929993,137.580002,138.880005,4202600,136.761046
2015-10-19,137.600006,138.610001,136.389999,138.419998,4022000,136.308058
2015-10-16,137.429993,138.729996,136.520004,137.600006,3143000,135.500577
2015-10-15,135.160004,137.669998,135.00,137.389999,6368300,135.293775
2015-10-14,139.75,140.889999,133.580002,134.220001,8752300,132.172143
2015-10-13,139.440002,140.50,139.429993,140.289993,2339700,138.149522
2015-10-12,139.929993,141.070007,139.320007,140.679993,1942200,138.533571
2015-10-09,139.039993,140.240005,138.360001,139.699997,3065700,137.568527
2015-10-08,136.660004,139.350006,136.070007,139.039993,2835700,136.918594
2015-10-07,135.690002,137.729996,135.259995,137.020004,3263800,134.929425
2015-10-06,134.100006,135.539993,133.669998,134.630005,3059600,132.575891
2015-10-05,132.279999,134.149994,131.350006,134.020004,4587500,131.975197
2015-10-02,129.00,132.589996,128.559998,132.559998,3020500,130.537466
2015-10-01,131.320007,131.789993,128.979996,130.610001,2878400,128.617221
2015-09-30,130.270004,131.410004,129.619995,130.949997,3062500,128.95203
2015-09-29,128.110001,129.149994,127.470001,128.75,2935100,126.7856
2015-09-28,130.440002,130.479996,128.029999,128.130005,4160000,126.175064
2015-09-25,131.570007,131.729996,129.279999,131.009995,4149900,129.011112
2015-09-24,130.720001,130.770004,127.18,129.75,5297800,127.770342
2015-09-23,134.660004,135.00,131.610001,131.669998,4907500,129.661046
2015-09-22,134.490005,134.490005,132.520004,133.990005,3465000,131.945656
2015-09-21,136.419998,137.449997,134.940002,136.020004,2460900,133.944682
2015-09-18,135.75,137.690002,134.399994,136.089996,7302700,134.013606
2015-09-17,137.360001,139.910004,136.940002,137.449997,3405600,135.352857
2015-09-16,136.259995,137.429993,136.009995,137.199997,2505000,135.106671
2015-09-15,134.520004,137.00,134.520004,136.300003,3761800,134.220409
2015-09-14,134.720001,135.130005,133.729996,134.429993,2389600,132.37893
2015-09-11,133.160004,134.860001,132.889999,134.669998,2628200,132.615274
2015-09-10,132.339996,134.570007,132.270004,133.550003,2932200,131.512367
2015-09-09,135.589996,136.25,132.210007,132.649994,4713900,130.62609
2015-09-08,132.270004,133.990005,132.00,133.820007,3505800,131.778252
2015-09-04,129.550003,130.490005,128.660004,129.759995,3746700,127.780184
2015-09-03,132.309998,132.350006,130.479996,131.020004,3379500,129.020969
2015-09-02,128.710007,130.669998,127.739998,130.630005,4809300,128.63692
2015-09-01,128.160004,128.990005,126.940002,127.440002,5772700,125.495589
2015-08-31,132.369995,132.699997,130.389999,130.679993,4231700,128.686146
2015-08-28,131.429993,133.720001,130.860001,133.240005,4508800,131.207099
2015-08-27,131.080002,132.360001,129.460007,131.869995,5754600,129.857992
2015-08-26,129.339996,129.759995,125.230003,129.339996,6428400,127.366594
2015-08-25,130.00,130.720001,125.43,125.489998,7159100,123.575337
2015-08-24,123.639999,135.50,115.139999,127.190002,9425800,125.249404
2015-08-21,134.880005,135.089996,131.460007,131.710007,7957600,129.700444
2015-08-20,141.619995,141.899994,136.899994,137.020004,6601400,134.929425
2015-08-19,143.419998,144.479996,142.320007,142.720001,2967700,140.542454
2015-08-18,144.389999,145.210007,143.820007,144.600006,1955500,142.393775
2015-08-17,144.600006,144.860001,142.929993,144.440002,3746000,142.236212
2015-08-14,144.610001,145.470001,143.759995,145.089996,2927100,142.876289
2015-08-13,142.029999,145.449997,141.529999,144.809998,5129500,142.600562
2015-08-12,142.550003,143.009995,139.860001,142.429993,4355800,140.25687
2015-08-11,144.139999,144.929993,143.279999,144.050003,2816700,141.852163
2015-08-10,143.789993,146.770004,143.779999,145.860001,3432600,143.634545
2015-08-07,143.220001,143.839996,141.699997,142.419998,2953200,140.247028
2015-08-06,144.699997,145.25,143.419998,143.820007,2457000,141.625677
2015-08-05,143.899994,145.600006,143.770004,144.949997,2926100,142.738426
2015-08-04,143.550003,144.869995,143.039993,143.539993,1973000,140.453816
2015-08-03,144.440002,144.75,142.589996,143.690002,3088000,140.6006
2015-07-31,143.759995,144.919998,143.289993,144.169998,3163500,141.070276
2015-07-30,143.350006,143.919998,142.210007,143.009995,2644000,139.935213
2015-07-29,142.479996,144.610001,142.369995,144.139999,3260400,141.040922
2015-07-28,141.610001,142.169998,139.509995,141.809998,4138200,138.761016
2015-07-27,143.220001,143.350006,140.800003,141.029999,3532100,137.997788
2015-07-24,145.809998,146.470001,143.979996,144.059998,2455000,140.96264
2015-07-23,147.00,147.949997,145.789993,146.110001,4116000,142.968567
2015-07-22,148.899994,149.179993,145.110001,146.470001,6238400,143.320828
2015-07-21,146.589996,146.589996,144.220001,145.00,4452600,141.882432
2015-07-20,147.110001,147.199997,145.910004,146.720001,3016100,143.565452
2015-07-17,147.25,147.440002,146.020004,146.839996,3127100,143.682868
2015-07-16,147.789993,148.800003,147.770004,148.490005,2509600,145.297401
2015-07-15,147.75,147.75,146.479996,146.889999,2653900,143.731796
2015-07-14,146.759995,148.300003,146.449997,147.75,3388800,144.573306
2015-07-13,145.960007,146.75,145.600006,146.619995,2194200,143.467597
2015-07-10,144.139999,145.190002,143.869995,144.479996,2192100,141.373608
2015-07-09,143.889999,144.199997,142.729996,142.800003,2486800,139.729736
2015-07-08,142.50,143.149994,141.520004,141.919998,3386500,138.868652
2015-07-07,140.800003,143.440002,140.139999,143.149994,3712000,140.072202
2015-07-06,139.020004,140.729996,139.00,140.520004,2093400,137.498758
2015-07-02,141.289993,141.520004,139.880005,140.210007,2116500,137.195426
2015-07-01,140.479996,141.139999,140.020004,140.729996,3260900,137.704235
2015-06-30,140.059998,140.059998,138.440002,138.720001,3434800,135.737456
2015-06-29,140.960007,141.320007,138.580002,138.729996,3755500,135.747236
2015-06-26,143.029999,143.039993,141.889999,142.479996,3153300,139.416609
2015-06-25,143.270004,143.759995,142.339996,142.449997,2153800,139.387255
2015-06-24,143.759995,144.800003,142.509995,143.00,3989100,139.925433
2015-06-23,146.330002,146.449997,143.800003,144.429993,2864400,141.32468
2015-06-22,146.070007,146.210007,145.089996,145.699997,2086100,142.567379
2015-06-19,145.190002,146.100006,144.949997,145.130005,4837300,142.009642
2015-06-18,143.910004,146.529999,143.910004,145.380005,3728900,142.254267
2015-06-17,142.869995,144.00,141.899994,143.429993,2775400,140.346181
2015-06-16,141.419998,143.580002,141.419998,142.339996,2450600,139.27962
2015-06-15,142.039993,142.589996,141.279999,142.289993,2631400,139.230692
2015-06-12,142.619995,142.860001,141.089996,142.800003,2395200,139.729736
2015-06-11,142.009995,143.979996,141.75,142.960007,2924500,139.8863
2015-06-10,140.679993,142.600006,140.289993,141.619995,2784400,138.575099
2015-06-09,140.50,140.990005,139.899994,140.100006,2647600,137.08779
2015-06-08,140.240005,141.350006,140.199997,140.639999,2756600,137.616174
2015-06-05,141.039993,141.369995,140.050003,140.729996,3215600,137.704235
2015-06-04,143.220001,143.229996,140.949997,141.190002,3239500,138.154351
2015-06-03,143.779999,145.059998,142.889999,143.809998,3755800,140.718015
2015-06-02,141.440002,144.460007,140.630005,143.25,4986500,140.170058
2015-06-01,141.449997,142.050003,140.270004,141.25,3897000,138.213059
2015-05-29,142.259995,142.259995,140.320007,140.520004,6199200,137.498758
2015-05-28,142.509995,145.289993,141.580002,142.330002,3103200,139.26984
2015-05-27,143.419998,143.75,142.580002,143.00,2837100,139.925433
2015-05-26,144.339996,144.429993,142.160004,142.800003,3476800,139.729736
2015-05-22,147.259995,147.270004,144.800003,144.809998,3878000,141.696515
2015-05-21,146.559998,147.710007,146.100006,147.350006,2676400,144.181912
